strategy,pot_size,date,cash,deployed,n_open,portfolio_value,realized_pnl_cum,interest_cum,n_candidates,n_admitted,n_rejected_cash,n_rejected_kelly,n_rejected_concentration,n_rejected_vix,n_rejected_correlation,max_drawdown
optimised_new,100000.0,2000-07-23 00:00:00,88824.0890236071,9826.08657,1,98650.1755936071,-2391.5009630569984,1342.0167233641373,,,,,,,,
optimised_new,100000.0,2000-07-24 00:00:00,79952.38735989221,18610.959909999998,2,98563.3472698922,-2663.568745856999,1352.9676384492395,,,,,,,,
optimised_new,100000.0,2000-07-25 00:00:00,79929.8424733393,18370.75613,2,98300.59860333931,-2706.8187172569997,1362.8247820963495,,,,,,,,
optimised_new,100000.0,2000-07-26 00:00:00,79907.24815657985,18576.621850000003,2,98483.87000657985,-3074.254275956999,1372.679146236898,,,,,,,,
optimised_new,100000.0,2000-07-27 00:00:00,65342.92237331969,32176.64355,4,97519.5659233197,-4687.691151956998,1382.5307247767503,,,,,,,,
optimised_new,100000.0,2000-07-30 00:00:00,79840.66663911256,17262.605900000002,2,97103.27253911257,-4687.691151956998,1406.6986549696219,,,,,,,,
optimised_new,100000.0,2000-07-31 00:00:00,88058.73646607218,8753.10422,1,96811.84068607217,-4687.691151956998,1416.5420248292385,,,,,,,,
optimised_new,100000.0,2000-08-01 00:00:00,88069.5930226228,8678.85873,1,96748.45175262279,-4687.691151956998,1427.3985813798502,,,,,,,,
optimised_new,100000.0,2000-08-02 00:00:00,88080.45091765298,8861.03213,1,96941.48304765299,-4687.691151956998,1438.2564764100366,,,,,,,,
optimised_new,100000.0,2000-08-03 00:00:00,96761.42455812776,0.0,0,96761.42455812776,-4687.691151956998,1449.1157100848156,,,,,,,,
optimised_new,100000.0,2000-08-04 00:00:00,96773.35404882672,0.0,0,96773.35404882672,-4687.691151956998,1461.045200783763,,,,,,,,
optimised_new,100000.0,2000-08-06 00:00:00,87113.45398384288,9209.07596,1,96322.52994384288,-4323.561789156998,1484.907123699912,,,,,,,,
optimised_new,100000.0,2000-08-07 00:00:00,97172.0853494176,0.0,0,97172.0853494176,-4323.561789156998,1495.6471385746324,,,,,,,,
optimised_new,100000.0,2000-08-08 00:00:00,78658.40555741117,18640.43892,2,97298.84447741117,-3824.0940121909966,1507.6272586862044,,,,,,,,
optimised_new,100000.0,2000-08-09 00:00:00,97693.23085813924,0.0,0,97693.23085813924,-3824.0940121909966,1517.3248703302688,,,,,,,,
optimised_new,100000.0,2000-08-10 00:00:00,87929.72924886696,9390.837720000001,1,97320.56696886696,-3298.4085353909977,1529.3692412579846,,,,,,,,
optimised_new,100000.0,2000-08-11 00:00:00,71224.75017981819,26485.84722,3,97710.59739981819,-2751.251612890996,1540.2098928092148,,,,,,,,
optimised_new,100000.0,2000-08-13 00:00:00,88505.28909008582,9786.726620000001,1,98292.01571008582,-2751.251612890996,1557.7721599768413,,,,,,,,
optimised_new,100000.0,2000-08-14 00:00:00,71985.80619985453,27015.61203,3,99001.41822985453,-2751.875003873994,1568.6837709605504,,,,,,,,
optimised_new,100000.0,2000-08-15 00:00:00,88934.90983649471,9857.392199999998,1,98792.30203649472,-2740.456001873994,1577.5587333687517,,,,,,,,
optimised_new,100000.0,2000-08-16 00:00:00,80003.54244409976,18193.277520000003,2,98196.81996409976,-4481.579663777995,1588.523311293799,,,,,,,,
optimised_new,100000.0,2000-08-17 00:00:00,72068.31602155407,25322.488299999997,3,97390.80432155407,-5215.718131477994,1598.3867617321127,,,,,,,,
optimised_new,100000.0,2000-08-18 00:00:00,88251.56630070604,8736.2352,1,96987.80150070603,-5215.718131477994,1607.2718965840852,,,,,,,,
optimised_new,100000.0,2000-08-20 00:00:00,79443.39304808977,17227.883599999997,2,96671.27664808977,-5500.071778677993,1629.032556767821,,,,,,,,
optimised_new,100000.0,2000-08-21 00:00:00,79191.6245598135,17450.944499999998,2,96642.5690598135,-5912.210031777994,1638.8269476915582,,,,,,,,
optimised_new,100000.0,2000-08-22 00:00:00,70954.47971468662,25499.8407,3,96454.32041468662,-5931.244437777994,1648.5902986646859,,,,,,,,
optimised_new,100000.0,2000-08-23 00:00:00,63700.69903631419,32363.67638,4,96064.37541631419,-6730.218008989995,1657.33811123225,,,,,,,,
optimised_new,100000.0,2000-08-24 00:00:00,71078.33283438228,24439.7364,3,95518.06923438227,-6730.218008989995,1665.1916220723435,,,,,,,,
optimised_new,100000.0,2000-08-27 00:00:00,86821.27539507307,8701.466400000001,1,95522.74179507307,-6730.218008989995,1691.4808684631425,,,,,,,,
optimised_new,100000.0,2000-08-28 00:00:00,76918.25097212999,17552.50732,2,94470.75829212999,-7352.550321589994,1702.1848613200693,,,,,,,,
optimised_new,100000.0,2000-08-29 00:00:00,77858.84013696764,17115.914,2,94974.75413696765,-7099.273920589994,1711.6679333577292,,,,,,,,
optimised_new,100000.0,2000-08-30 00:00:00,77138.66450755303,17127.051,2,94265.71550755302,-7207.536719089995,1721.266968443109,,,,,,,,
optimised_new,100000.0,2000-08-31 00:00:00,69656.48619323317,24745.90195,3,94402.38814323317,-7380.2527561269935,1730.7772147522592,,,,,,,,
optimised_new,100000.0,2000-09-03 00:00:00,78259.43939793225,16218.799500000001,2,94478.23889793226,-7380.2527561269935,1756.5405726593453,,,,,,,,
optimised_new,100000.0,2000-09-04 00:00:00,94385.93624056761,0.0,0,94385.93624056761,-7380.2527561269935,1766.188996694707,,,,,,,,
optimised_new,100000.0,2000-09-05 00:00:00,68814.31236004384,25549.5105,3,94363.82286004385,-6904.210646926995,1777.8256189709414,,,,,,,,
optimised_new,100000.0,2000-09-07 00:00:00,77760.51180298056,16997.5899,2,94758.10170298055,-6904.210646926995,1794.7935316076646,,,,,,,,
optimised_new,100000.0,2000-09-10 00:00:00,70008.36490572276,24582.91605,3,94591.28095572276,-7007.655928926994,1823.5542688498629,,,,,,,,
optimised_new,100000.0,2000-09-11 00:00:00,77694.45842649881,16978.2887,2,94672.74712649881,-7007.655928926994,1832.1854371259108,,,,,,,,
optimised_new,100000.0,2000-09-12 00:00:00,69931.99451694591,24799.92385,3,94731.9183669459,-7050.745597026995,1841.7642059730133,,,,,,,,
optimised_new,100000.0,2000-09-13 00:00:00,69940.61626969457,24607.30307,3,94547.91933969458,-7050.745597026995,1850.385958721678,,,,,,,,
optimised_new,100000.0,2000-09-14 00:00:00,69906.19986769905,24042.22487,3,93948.42473769904,-7706.591494626995,1859.008774426161,,,,,,,,
optimised_new,100000.0,2000-09-15 00:00:00,77030.96477068549,16697.8586,2,93728.82337068548,-7706.591494626995,1867.6273470125896,,,,,,,,
optimised_new,100000.0,2000-09-17 00:00:00,83867.3424992043,9432.2626,1,93299.6050992043,-7706.591494626995,1886.6212835313886,,,,,,,,
optimised_new,100000.0,2000-09-18 00:00:00,83877.68230855351,9378.689300000002,1,93256.37160855351,-7706.591494626995,1896.9610928806055,,,,,,,,
optimised_new,100000.0,2000-09-25 00:00:00,83950.06989739514,9528.8066,1,93478.87649739513,-7706.591494626995,1969.3486817222338,,,,,,,,
optimised_new,100000.0,2000-09-26 00:00:00,83960.41990601263,9320.4181,1,93280.83800601262,-7706.591494626995,1979.6986903397208,,,,,,,,
optimised_new,100000.0,2000-09-27 00:00:00,83970.77119065858,9320.4181,1,93291.18929065857,-7706.591494626995,1990.0499749856676,,,,,,,,
optimised_new,100000.0,2000-09-28 00:00:00,84857.57012709031,9416.57252,1,94274.14264709031,-7814.351027926994,2000.4025358173926,,,,,,,,
optimised_new,100000.0,2000-10-01 00:00:00,94217.43718451266,0.0,0,94217.43718451266,-7814.351027926994,2031.788212439741,,,,,,,,
optimised_new,100000.0,2000-10-02 00:00:00,94229.05303293267,0.0,0,94229.05303293267,-7814.351027926994,2043.4040608597495,,,,,,,,
optimised_new,100000.0,2000-10-03 00:00:00,94240.67031344358,0.0,0,94240.67031344358,-7814.351027926994,2055.0213413706592,,,,,,,,
optimised_new,100000.0,2000-10-04 00:00:00,94252.28902622194,0.0,0,94252.28902622194,-7814.351027926994,2066.640054149029,,,,,,,,
optimised_new,100000.0,2000-10-05 00:00:00,94263.90917144435,0.0,0,94263.90917144435,-7814.351027926994,2078.2601993714397,,,,,,,,
optimised_new,100000.0,2000-10-10 00:00:00,94322.01706065962,0.0,0,94322.01706065962,-7814.351027926994,2136.368088586714,,,,,,,,
optimised_new,100000.0,2000-10-18 00:00:00,94415.04699529479,0.0,0,94415.04699529479,-7814.351027926994,2229.398023221885,,,,,,,,
optimised_new,100000.0,2000-10-23 00:00:00,94473.24805166175,0.0,0,94473.24805166175,-7814.351027926994,2287.5990795888474,,,,,,,,
optimised_new,100000.0,2000-10-24 00:00:00,94484.89543840784,0.0,0,94484.89543840784,-7814.351027926994,2299.246466334943,,,,,,,,
optimised_new,100000.0,2000-10-25 00:00:00,94496.54426113312,0.0,0,94496.54426113312,-7814.351027926994,2310.895289060226,,,,,,,,
optimised_new,100000.0,2000-10-26 00:00:00,94508.19452001463,0.0,0,94508.19452001463,-7814.351027926994,2322.5455479417355,,,,,,,,
optimised_new,100000.0,2000-10-29 00:00:00,94543.14960565901,0.0,0,94543.14960565901,-7814.351027926994,2357.5006335861244,,,,,,,,
optimised_new,100000.0,2000-10-30 00:00:00,94554.80561040492,0.0,0,94554.80561040492,-7814.351027926994,2369.156638332028,,,,,,,,
optimised_new,100000.0,2000-10-31 00:00:00,94566.4630521925,0.0,0,94566.4630521925,-7814.351027926994,2380.814080119612,,,,,,,,
optimised_new,100000.0,2000-11-01 00:00:00,94578.12193119894,0.0,0,94578.12193119894,-7814.351027926994,2392.4729591260466,,,,,,,,
optimised_new,100000.0,2000-11-02 00:00:00,94589.78224760141,0.0,0,94589.78224760141,-7814.351027926994,2404.133275528523,,,,,,,,
optimised_new,100000.0,2000-11-03 00:00:00,94601.44400157714,0.0,0,94601.44400157714,-7814.351027926994,2415.7950295042547,,,,,,,,
optimised_new,100000.0,2000-11-05 00:00:00,94624.77038502958,0.0,0,94624.77038502958,-7814.351027926994,2439.1214129566984,,,,,,,,
optimised_new,100000.0,2000-11-06 00:00:00,94636.43645261129,0.0,0,94636.43645261129,-7814.351027926994,2450.7874805384145,,,,,,,,
optimised_new,100000.0,2000-11-07 00:00:00,94648.10395847532,0.0,0,94648.10395847532,-7814.351027926994,2462.454986402435,,,,,,,,
optimised_new,100000.0,2000-11-08 00:00:00,94659.77290279897,0.0,0,94659.77290279897,-7814.351027926994,2474.123930726083,,,,,,,,
optimised_new,100000.0,2000-11-09 00:00:00,94671.44328575958,0.0,0,94671.44328575958,-7814.351027926994,2485.794313686702,,,,,,,,
optimised_new,100000.0,2000-11-12 00:00:00,94706.45875108446,0.0,0,94706.45875108446,-7814.351027926994,2520.809779011572,,,,,,,,
optimised_new,100000.0,2000-11-13 00:00:00,94718.13488983459,0.0,0,94718.13488983459,-7814.351027926994,2532.485917761706,,,,,,,,
optimised_new,100000.0,2000-11-14 00:00:00,94729.81246810868,0.0,0,94729.81246810868,-7814.351027926994,2544.163496035795,,,,,,,,
optimised_new,100000.0,2000-11-15 00:00:00,94741.4914860842,0.0,0,94741.4914860842,-7814.351027926994,2555.8425140113154,,,,,,,,
optimised_new,100000.0,2000-11-16 00:00:00,94753.17194393865,0.0,0,94753.17194393865,-7814.351027926994,2567.5229718657642,,,,,,,,
optimised_new,100000.0,2000-11-19 00:00:00,94788.21763767135,0.0,0,94788.21763767135,-7814.351027926994,2602.5686655984537,,,,,,,,
optimised_new,100000.0,2000-11-20 00:00:00,94799.9038562842,0.0,0,94799.9038562842,-7814.351027926994,2614.2548842113174,,,,,,,,
optimised_new,100000.0,2000-11-21 00:00:00,94811.59151566375,0.0,0,94811.59151566375,-7814.351027926994,2625.9425435908593,,,,,,,,
optimised_new,100000.0,2000-11-22 00:00:00,94823.2806159876,0.0,0,94823.2806159876,-7814.351027926994,2637.631643914708,,,,,,,,
optimised_new,100000.0,2000-11-23 00:00:00,94834.9711574334,0.0,0,94834.9711574334,-7814.351027926994,2649.3221853605146,,,,,,,,
optimised_new,100000.0,2000-11-24 00:00:00,94846.66314017885,0.0,0,94846.66314017885,-7814.351027926994,2661.0141681059517,,,,,,,,
optimised_new,100000.0,2000-11-26 00:00:00,94870.04998862438,0.0,0,94870.04998862438,-7814.351027926994,2684.401016551475,,,,,,,,
optimised_new,100000.0,2000-11-27 00:00:00,94881.74629615722,0.0,0,94881.74629615722,-7814.351027926994,2696.097324084319,,,,,,,,
optimised_new,100000.0,2000-11-28 00:00:00,94893.44404570058,0.0,0,94893.44404570058,-7814.351027926994,2707.7950736276807,,,,,,,,
optimised_new,100000.0,2000-11-29 00:00:00,94905.14323743225,0.0,0,94905.14323743225,-7814.351027926994,2719.4942653593425,,,,,,,,
optimised_new,100000.0,2000-11-30 00:00:00,94916.84387153001,0.0,0,94916.84387153001,-7814.351027926994,2731.194899457108,,,,,,,,
optimised_new,100000.0,2000-12-01 00:00:00,94928.54594817171,0.0,0,94928.54594817171,-7814.351027926994,2742.8969760988034,,,,,,,,
optimised_new,100000.0,2000-12-03 00:00:00,94951.95298689866,0.0,0,94951.95298689866,-7814.351027926994,2766.30401482575,,,,,,,,
optimised_new,100000.0,2000-12-04 00:00:00,94963.65939206143,0.0,0,94963.65939206143,-7814.351027926994,2778.0104199885186,,,,,,,,
optimised_new,100000.0,2000-12-05 00:00:00,94975.36724047962,0.0,0,94975.36724047962,-7814.351027926994,2789.718268406718,,,,,,,,
optimised_new,100000.0,2000-12-06 00:00:00,94987.0765323312,0.0,0,94987.0765323312,-7814.351027926994,2801.427560258284,,,,,,,,
optimised_new,100000.0,2000-12-07 00:00:00,94998.78726779409,0.0,0,94998.78726779409,-7814.351027926994,2813.138295721174,,,,,,,,
optimised_new,100000.0,2000-12-10 00:00:00,95033.92380555067,0.0,0,95033.92380555067,-7814.351027926994,2848.2748334777552,,,,,,,,
optimised_new,100000.0,2000-12-12 00:00:00,95057.3568278589,0.0,0,95057.3568278589,-7814.351027926994,2871.707855785973,,,,,,,,
optimised_new,100000.0,2000-12-13 00:00:00,95069.07622801575,0.0,0,95069.07622801575,-7814.351027926994,2883.4272559428323,,,,,,,,
optimised_new,100000.0,2000-12-14 00:00:00,95080.79707303016,0.0,0,95080.79707303016,-7814.351027926994,2895.1481009572453,,,,,,,,
optimised_new,100000.0,2000-12-15 00:00:00,95092.51936308025,0.0,0,95092.51936308025,-7814.351027926994,2906.870391007345,,,,,,,,
optimised_new,100000.0,2000-12-17 00:00:00,95115.96683360814,0.0,0,95115.96683360814,-7814.351027926994,2930.3178615352276,,,,,,,,
optimised_new,100000.0,2000-12-18 00:00:00,95127.69345965612,0.0,0,95127.69345965612,-7814.351027926994,2942.044487583207,,,,,,,,
optimised_new,100000.0,2000-12-19 00:00:00,95139.42153145252,0.0,0,95139.42153145252,-7814.351027926994,2953.7725593796026,,,,,,,,
optimised_new,100000.0,2000-12-20 00:00:00,95151.15104917558,0.0,0,95151.15104917558,-7814.351027926994,2965.5020771026584,,,,,,,,
optimised_new,100000.0,2000-12-21 00:00:00,95162.88201300356,0.0,0,95162.88201300356,-7814.351027926994,2977.233040930639,,,,,,,,
optimised_new,100000.0,2000-12-25 00:00:00,95209.81165344833,0.0,0,95209.81165344833,-7814.351027926994,3024.162681375408,,,,,,,,
optimised_new,100000.0,2000-12-26 00:00:00,95221.54984940561,0.0,0,95221.54984940561,-7814.351027926994,3035.9008773326823,,,,,,,,
optimised_new,100000.0,2000-12-27 00:00:00,95233.28949253773,0.0,0,95233.28949253773,-7814.351027926994,3047.640520464801,,,,,,,,
optimised_new,100000.0,2000-12-28 00:00:00,95245.03058302311,0.0,0,95245.03058302311,-7814.351027926994,3059.381610950182,,,,,,,,
optimised_new,100000.0,2001-01-01 00:00:00,95292.00073509145,0.0,0,95292.00073509145,-7814.351027926994,3106.3517630185224,,,,,,,,
optimised_new,100000.0,2001-01-02 00:00:00,95303.7490639492,0.0,0,95303.7490639492,-7814.351027926994,3118.1000918762734,,,,,,,,
optimised_new,100000.0,2001-01-03 00:00:00,95315.49884123106,0.0,0,95315.49884123106,-7814.351027926994,3129.8498691581303,,,,,,,,
optimised_new,100000.0,2001-01-04 00:00:00,95327.2500671156,0.0,0,95327.2500671156,-7814.351027926994,3141.6010950426657,,,,,,,,
optimised_new,100000.0,2001-01-05 00:00:00,95339.00274178141,0.0,0,95339.00274178141,-7814.351027926994,3153.3537697084744,,,,,,,,
optimised_new,100000.0,2001-01-07 00:00:00,95362.51098903282,0.0,0,95362.51098903282,-7814.351027926994,3176.8620169598726,,,,,,,,
optimised_new,100000.0,2001-01-08 00:00:00,95374.26801093557,0.0,0,95374.26801093557,-7814.351027926994,3188.61903886263,,,,,,,,
optimised_new,100000.0,2001-01-09 00:00:00,95386.02648233419,0.0,0,95386.02648233419,-7814.351027926994,3200.3775102612385,,,,,,,,
optimised_new,100000.0,2001-01-10 00:00:00,95397.78640340736,0.0,0,95397.78640340736,-7814.351027926994,3212.137431334403,,,,,,,,
optimised_new,100000.0,2001-01-11 00:00:00,95409.5477743338,0.0,0,95409.5477743338,-7814.351027926994,3223.8988022608505,,,,,,,,
optimised_new,100000.0,2001-01-15 00:00:00,95456.59905816772,0.0,0,95456.59905816772,-7814.351027926994,3270.9500860947687,,,,,,,,
optimised_new,100000.0,2001-01-16 00:00:00,95468.36767996941,0.0,0,95468.36767996941,-7814.351027926994,3282.7187078964607,,,,,,,,
optimised_new,100000.0,2001-01-17 00:00:00,95480.13775269708,0.0,0,95480.13775269708,-7814.351027926994,3294.488780624128,,,,,,,,
optimised_new,100000.0,2001-01-18 00:00:00,95491.9092765296,0.0,0,95491.9092765296,-7814.351027926994,3306.2603044566526,,,,,,,,
